time,power,energy
2.919755,1e-06,0.0
2.919756,0.27954405546188354,1.000000000139778e-12
2.950733,1e-06,0.008659436207042777
2.9507339999999997,0.07213182002305984,0.008659436208042777
2.98181,0.0,0.010901004647079392
7.8210809999999995,1e-06,0.010901004647079392
7.821082,0.27954405546188354,0.010901004648079393
7.852059,1e-06,0.019560440854122167
7.85206,0.07213182002305984,0.019560440855122166
7.8831359999999995,0.0,0.02180200929415875
10.293543999999999,1e-06,0.02180200929415875
10.293545,0.27954405546188354,0.02180200929515875
10.324522,1e-06,0.030461445501201525
10.324523,0.07213182002305984,0.030461445502201524
10.355599,0.0,0.032703013941238174
14.128585999999999,1e-06,0.032703013941238174
14.128587,0.27954405546188354,0.03270301394223817
14.159564,1e-06,0.04136245014828095
14.159564999999999,0.07213182002305984,0.04136245014928095
14.190641,0.0,0.0436040185883176
