time,power,energy
4.623476999999999,1e-06,0.0
4.6234779999999995,0.27954405546188354,1.000000000139778e-12
4.654453999999999,1e-06,0.008659156662987276
4.654455,0.07213182002305984,0.008659156663987276
5.054555,0.0,0.037519097855213526
6.475466,1e-06,0.037519097855213526
6.475467,0.27954405546188354,0.037519097856213525
6.506444,1e-06,0.046178534062256305
6.506444999999999,0.07213182002305984,0.0461785340632563
6.537521,0.0,0.04842010250229295
9.106046,1e-06,0.04842010250229295
9.106047,0.27954405546188354,0.04842010250329295
9.137024,1e-06,0.05707953870933573
9.137025,0.07213182002305984,0.05707953871033573
9.168101,0.0,0.059321107149372374
13.986125,1e-06,0.059321107149372374
13.986125999999999,0.27954405546188354,0.05932110715037237
14.017102999999999,1e-06,0.06798054335641515
14.017104,0.07213182002305984,0.06798054335741516
14.048179999999999,0.0,0.07022211179645167
