time,power,energy
3.096644,1e-06,0.0
3.0966449999999996,0.27954405546188354,9.999999996956888e-13
3.1276219999999997,1e-06,0.008659436207042777
3.127623,0.07213182002305984,0.008659436208042777
3.527723,0.0,0.03751937739926903
8.077855,1e-06,0.03751937739926903
8.077855999999999,0.27954405546188354,0.037519377400269026
8.108832999999999,1e-06,0.046178813606311805
8.108834,0.07213182002305984,0.046178813607311804
8.13991,0.0,0.04842038204634845
12.228026999999999,1e-06,0.04842038204634845
12.228028,0.27954405546188354,0.04842038204734845
12.259005,1e-06,0.05707981825339123
12.259006,0.07213182002305984,0.05707981825439123
12.290082,0.0,0.059321386693427874
