id,time,snr,rssi,collision,missed_start,missed_end,interrupted
1,1001.712129,128.0,8.0,True,False,False,
2,1001.8121289999999,140.0,20.0,True,False,False,
3,2001.712128,128.0,8.0,True,False,False,
4,2001.8121279999998,140.0,20.0,True,False,False,
5,3001.7121279999997,128.0,8.0,True,False,False,
6,3001.812128,140.0,20.0,True,False,False,
7,4001.7121279999997,128.0,8.0,True,False,False,
8,4001.812128,140.0,20.0,True,False,False,
9,5001.712128,128.0,8.0,True,False,False,
10,5001.812128,140.0,20.0,True,False,False,
11,6001.712128,128.0,8.0,True,False,False,
12,6001.812128,140.0,20.0,True,False,False,
13,7001.712128,128.0,8.0,True,False,False,
14,7001.812128,140.0,20.0,True,False,False,
15,8001.712127999999,128.0,8.0,True,False,False,
16,8001.812128,140.0,20.0,True,False,False,
17,9001.712128,128.0,8.0,True,False,False,
18,9001.812128,140.0,20.0,True,False,False,
19,10001.712128,128.0,8.0,True,False,False,
20,10001.812128,140.0,20.0,True,False,False,
21,11001.712128,128.0,8.0,True,False,False,
22,11001.812128,140.0,20.0,True,False,False,
23,12001.712128,128.0,8.0,True,False,False,
24,12001.812128,140.0,20.0,True,False,False,
25,13001.712128,128.0,8.0,True,False,False,
26,13001.812128,140.0,20.0,True,False,False,
27,14001.712128,128.0,8.0,True,False,False,
28,14001.812128,140.0,20.0,True,False,False,
29,15001.712128,128.0,8.0,True,False,False,
30,15001.812128,140.0,20.0,True,False,False,
31,16001.712128,128.0,8.0,True,False,False,
32,16001.812128,140.0,20.0,True,False,False,
33,17001.712128,128.0,8.0,True,False,False,
34,17001.812127999998,140.0,20.0,True,False,False,
35,18001.712128,128.0,8.0,True,False,False,
36,18001.812127999998,140.0,20.0,True,False,False,
37,19001.712128,128.0,8.0,True,False,False,
38,19001.812127999998,140.0,20.0,True,False,False,
39,20001.712128,128.0,8.0,True,False,False,
40,20001.812127999998,140.0,20.0,True,False,False,
41,21001.712128,128.0,8.0,True,False,False,
42,21001.812127999998,140.0,20.0,True,False,False,
43,22001.712128,128.0,8.0,True,False,False,
44,22001.812127999998,140.0,20.0,True,False,False,
45,23001.712128,128.0,8.0,True,False,False,
46,23001.812127999998,140.0,20.0,True,False,False,
47,24001.712128,128.0,8.0,True,False,False,
48,24001.812127999998,140.0,20.0,True,False,False,
49,25001.712128,128.0,8.0,True,False,False,
50,25001.812127999998,140.0,20.0,True,False,False,
51,26001.712128,128.0,8.0,True,False,False,
52,26001.812127999998,140.0,20.0,True,False,False,
53,27001.712128,128.0,8.0,True,False,False,
54,27001.812127999998,140.0,20.0,True,False,False,
55,28001.712128,128.0,8.0,True,False,False,
56,28001.812127999998,140.0,20.0,True,False,False,
57,29001.712128,128.0,8.0,True,False,False,
58,29001.812127999998,140.0,20.0,True,False,False,
59,30001.712128,128.0,8.0,True,False,False,
60,30001.812127999998,140.0,20.0,True,False,False,
61,31001.712128,128.0,8.0,True,False,False,
62,31001.812127999998,140.0,20.0,True,False,False,
63,32001.712128,128.0,8.0,True,False,False,
64,32001.812127999998,140.0,20.0,True,False,False,
65,33001.712128,128.0,8.0,True,False,False,
66,33001.812128,140.0,20.0,True,False,False,
67,34001.712128,128.0,8.0,True,False,False,
68,34001.812128,140.0,20.0,True,False,False,
69,35001.712128,128.0,8.0,True,False,False,
70,35001.812128,140.0,20.0,True,False,False,
71,36001.712128,128.0,8.0,True,False,False,
72,36001.812128,140.0,20.0,True,False,False,
73,37001.712128,128.0,8.0,True,False,False,
74,37001.812128,140.0,20.0,True,False,False,
75,38001.712128,128.0,8.0,True,False,False,
76,38001.812128,140.0,20.0,True,False,False,
77,39001.712128,128.0,8.0,True,False,False,
78,39001.812128,140.0,20.0,True,False,False,
79,40001.712128,128.0,8.0,True,False,False,
80,40001.812128,140.0,20.0,True,False,False,
81,41001.712128,128.0,8.0,True,False,False,
82,41001.812128,140.0,20.0,True,False,False,
83,42001.712128,128.0,8.0,True,False,False,
84,42001.812128,140.0,20.0,True,False,False,
85,43001.712128,128.0,8.0,True,False,False,
86,43001.812128,140.0,20.0,True,False,False,
87,44001.712128,128.0,8.0,True,False,False,
88,44001.812128,140.0,20.0,True,False,False,
89,45001.712128,128.0,8.0,True,False,False,
90,45001.812128,140.0,20.0,True,False,False,
91,46001.712128,128.0,8.0,True,False,False,
92,46001.812128,140.0,20.0,True,False,False,
93,47001.712128,128.0,8.0,True,False,False,
94,47001.812128,140.0,20.0,True,False,False,
95,48001.712128,128.0,8.0,True,False,False,
96,48001.812128,140.0,20.0,True,False,False,
97,49001.712128,128.0,8.0,True,False,False,
98,49001.812128,140.0,20.0,True,False,False,
99,50001.712128,128.0,8.0,True,False,False,
100,50001.812128,140.0,20.0,True,False,False,
101,51001.712128,128.0,8.0,True,False,False,
102,51001.812128,140.0,20.0,True,False,False,
103,52001.712128,128.0,8.0,True,False,False,
104,52001.812128,140.0,20.0,True,False,False,
105,53001.712128,128.0,8.0,True,False,False,
106,53001.812128,140.0,20.0,True,False,False,
107,54001.712128,128.0,8.0,True,False,False,
108,54001.812128,140.0,20.0,True,False,False,
109,55001.712128,128.0,8.0,True,False,False,
110,55001.812128,140.0,20.0,True,False,False,
111,56001.712128,128.0,8.0,True,False,False,
112,56001.812128,140.0,20.0,True,False,False,
113,57001.712128,128.0,8.0,True,False,False,
114,57001.812128,140.0,20.0,True,False,False,
115,58001.712128,128.0,8.0,True,False,False,
116,58001.812128,140.0,20.0,True,False,False,
117,59001.712128,128.0,8.0,True,False,False,
118,59001.812128,140.0,20.0,True,False,False,
119,60001.712128,128.0,8.0,True,False,False,
120,60001.812128,140.0,20.0,True,False,False,
121,61001.712128,128.0,8.0,True,False,False,
122,61001.812128,140.0,20.0,True,False,False,
123,62001.712128,128.0,8.0,True,False,False,
124,62001.812128,140.0,20.0,True,False,False,
125,63001.712128,128.0,8.0,True,False,False,
126,63001.812128,140.0,20.0,True,False,False,
127,64001.712128,128.0,8.0,True,False,False,
128,64001.812128,140.0,20.0,True,False,False,
129,65001.712128,128.0,8.0,True,False,False,
130,65001.812128,140.0,20.0,True,False,False,
131,66001.712128,128.0,8.0,True,False,False,
132,66001.81212799999,140.0,20.0,True,False,False,
133,67001.712128,128.0,8.0,True,False,False,
134,67001.81212799999,140.0,20.0,True,False,False,
135,68001.712128,128.0,8.0,True,False,False,
136,68001.81212799999,140.0,20.0,True,False,False,
137,69001.712128,128.0,8.0,True,False,False,
138,69001.81212799999,140.0,20.0,True,False,False,
139,70001.712128,128.0,8.0,True,False,False,
140,70001.81212799999,140.0,20.0,True,False,False,
141,71001.712128,128.0,8.0,True,False,False,
142,71001.81212799999,140.0,20.0,True,False,False,
143,72001.712128,128.0,8.0,True,False,False,
144,72001.81212799999,140.0,20.0,True,False,False,
145,73001.712128,128.0,8.0,True,False,False,
146,73001.81212799999,140.0,20.0,True,False,False,
147,74001.712128,128.0,8.0,True,False,False,
148,74001.81212799999,140.0,20.0,True,False,False,
149,75001.712128,128.0,8.0,True,False,False,
150,75001.81212799999,140.0,20.0,True,False,False,
151,76001.712128,128.0,8.0,True,False,False,
152,76001.81212799999,140.0,20.0,True,False,False,
153,77001.712128,128.0,8.0,True,False,False,
154,77001.81212799999,140.0,20.0,True,False,False,
155,78001.712128,128.0,8.0,True,False,False,
156,78001.81212799999,140.0,20.0,True,False,False,
157,79001.712128,128.0,8.0,True,False,False,
158,79001.81212799999,140.0,20.0,True,False,False,
159,80001.712128,128.0,8.0,True,False,False,
160,80001.81212799999,140.0,20.0,True,False,False,
161,81001.712128,128.0,8.0,True,False,False,
162,81001.81212799999,140.0,20.0,True,False,False,
163,82001.712128,128.0,8.0,True,False,False,
164,82001.81212799999,140.0,20.0,True,False,False,
165,83001.712128,128.0,8.0,True,False,False,
166,83001.81212799999,140.0,20.0,True,False,False,
167,84001.712128,128.0,8.0,True,False,False,
168,84001.81212799999,140.0,20.0,True,False,False,
169,85001.712128,128.0,8.0,True,False,False,
170,85001.81212799999,140.0,20.0,True,False,False,
171,86001.712128,128.0,8.0,True,False,False,
172,86001.81212799999,140.0,20.0,True,False,False,
173,87001.712128,128.0,8.0,True,False,False,
174,87001.81212799999,140.0,20.0,True,False,False,
175,88001.712128,128.0,8.0,True,False,False,
176,88001.81212799999,140.0,20.0,True,False,False,
177,89001.712128,128.0,8.0,True,False,False,
178,89001.81212799999,140.0,20.0,True,False,False,
179,90001.712128,128.0,8.0,True,False,False,
180,90001.81212799999,140.0,20.0,True,False,False,
181,91001.712128,128.0,8.0,True,False,False,
182,91001.81212799999,140.0,20.0,True,False,False,
183,92001.712128,128.0,8.0,True,False,False,
184,92001.81212799999,140.0,20.0,True,False,False,
185,93001.712128,128.0,8.0,True,False,False,
186,93001.81212799999,140.0,20.0,True,False,False,
187,94001.712128,128.0,8.0,True,False,False,
188,94001.81212799999,140.0,20.0,True,False,False,
189,95001.712128,128.0,8.0,True,False,False,
190,95001.81212799999,140.0,20.0,True,False,False,
191,96001.712128,128.0,8.0,True,False,False,
192,96001.81212799999,140.0,20.0,True,False,False,
193,97001.712128,128.0,8.0,True,False,False,
194,97001.81212799999,140.0,20.0,True,False,False,
195,98001.712128,128.0,8.0,True,False,False,
196,98001.81212799999,140.0,20.0,True,False,False,
197,99001.712128,128.0,8.0,True,False,False,
198,99001.81212799999,140.0,20.0,True,False,False,
199,100001.712128,128.0,8.0,True,False,False,
200,100001.81212799999,140.0,20.0,True,False,False,
201,101001.712128,128.0,8.0,True,False,False,
202,101001.81212799999,140.0,20.0,True,False,False,
203,102001.712128,128.0,8.0,True,False,False,
204,102001.81212799999,140.0,20.0,True,False,False,
205,103001.712128,128.0,8.0,True,False,False,
206,103001.81212799999,140.0,20.0,True,False,False,
207,104001.712128,128.0,8.0,True,False,False,
208,104001.81212799999,140.0,20.0,True,False,False,
209,105001.712128,128.0,8.0,True,False,False,
210,105001.81212799999,140.0,20.0,True,False,False,
211,106001.712128,128.0,8.0,True,False,False,
212,106001.81212799999,140.0,20.0,True,False,False,
213,107001.712128,128.0,8.0,True,False,False,
214,107001.81212799999,140.0,20.0,True,False,False,
215,108001.712128,128.0,8.0,True,False,False,
216,108001.81212799999,140.0,20.0,True,False,False,
217,109001.712128,128.0,8.0,True,False,False,
218,109001.81212799999,140.0,20.0,True,False,False,
219,110001.712128,128.0,8.0,True,False,False,
220,110001.81212799999,140.0,20.0,True,False,False,
221,111001.712128,128.0,8.0,True,False,False,
222,111001.81212799999,140.0,20.0,True,False,False,
223,112001.712128,128.0,8.0,True,False,False,
224,112001.81212799999,140.0,20.0,True,False,False,
225,113001.712128,128.0,8.0,True,False,False,
226,113001.81212799999,140.0,20.0,True,False,False,
227,114001.712128,128.0,8.0,True,False,False,
228,114001.81212799999,140.0,20.0,True,False,False,
229,115001.712128,128.0,8.0,True,False,False,
230,115001.81212799999,140.0,20.0,True,False,False,
231,116001.712128,128.0,8.0,True,False,False,
232,116001.81212799999,140.0,20.0,True,False,False,
233,117001.712128,128.0,8.0,True,False,False,
234,117001.81212799999,140.0,20.0,True,False,False,
235,118001.712128,128.0,8.0,True,False,False,
236,118001.81212799999,140.0,20.0,True,False,False,
237,119001.712128,128.0,8.0,True,False,False,
238,119001.81212799999,140.0,20.0,True,False,False,
239,120001.712128,128.0,8.0,True,False,False,
240,120001.81212799999,140.0,20.0,True,False,False,
241,121001.712128,128.0,8.0,True,False,False,
242,121001.81212799999,140.0,20.0,True,False,False,
243,122001.712128,128.0,8.0,True,False,False,
244,122001.81212799999,140.0,20.0,True,False,False,
245,123001.712128,128.0,8.0,True,False,False,
246,123001.81212799999,140.0,20.0,True,False,False,
247,124001.712128,128.0,8.0,True,False,False,
248,124001.81212799999,140.0,20.0,True,False,False,
249,125001.712128,128.0,8.0,True,False,False,
250,125001.81212799999,140.0,20.0,True,False,False,
251,126001.712128,128.0,8.0,True,False,False,
252,126001.81212799999,140.0,20.0,True,False,False,
253,127001.712128,128.0,8.0,True,False,False,
254,127001.81212799999,140.0,20.0,True,False,False,
255,128001.712128,128.0,8.0,True,False,False,
256,128001.81212799999,140.0,20.0,True,False,False,
257,129001.712128,128.0,8.0,True,False,False,
258,129001.81212799999,140.0,20.0,True,False,False,
259,130001.712128,128.0,8.0,True,False,False,
260,130001.81212799999,140.0,20.0,True,False,False,
261,131001.712128,128.0,8.0,True,False,False,
262,131001.81212799999,140.0,20.0,True,False,False,
263,132001.71212799998,128.0,8.0,True,False,False,
264,132001.812128,140.0,20.0,True,False,False,
265,133001.71212799998,128.0,8.0,True,False,False,
266,133001.812128,140.0,20.0,True,False,False,
267,134001.71212799998,128.0,8.0,True,False,False,
268,134001.812128,140.0,20.0,True,False,False,
269,135001.71212799998,128.0,8.0,True,False,False,
270,135001.812128,140.0,20.0,True,False,False,
271,136001.71212799998,128.0,8.0,True,False,False,
272,136001.812128,140.0,20.0,True,False,False,
273,137001.71212799998,128.0,8.0,True,False,False,
274,137001.812128,140.0,20.0,True,False,False,
275,138001.71212799998,128.0,8.0,True,False,False,
276,138001.812128,140.0,20.0,True,False,False,
277,139001.71212799998,128.0,8.0,True,False,False,
278,139001.812128,140.0,20.0,True,False,False,
279,140001.71212799998,128.0,8.0,True,False,False,
280,140001.812128,140.0,20.0,True,False,False,
281,141001.71212799998,128.0,8.0,True,False,False,
282,141001.812128,140.0,20.0,True,False,False,
283,142001.71212799998,128.0,8.0,True,False,False,
284,142001.812128,140.0,20.0,True,False,False,
285,143001.71212799998,128.0,8.0,True,False,False,
286,143001.812128,140.0,20.0,True,False,False,
287,144001.71212799998,128.0,8.0,True,False,False,
288,144001.812128,140.0,20.0,True,False,False,
289,145001.71212799998,128.0,8.0,True,False,False,
290,145001.812128,140.0,20.0,True,False,False,
291,146001.71212799998,128.0,8.0,True,False,False,
292,146001.812128,140.0,20.0,True,False,False,
293,147001.71212799998,128.0,8.0,True,False,False,
294,147001.812128,140.0,20.0,True,False,False,
295,148001.71212799998,128.0,8.0,True,False,False,
296,148001.812128,140.0,20.0,True,False,False,
297,149001.71212799998,128.0,8.0,True,False,False,
298,149001.812128,140.0,20.0,True,False,False,
299,150001.71212799998,128.0,8.0,True,False,False,
300,150001.812128,140.0,20.0,True,False,False,
301,151001.71212799998,128.0,8.0,True,False,False,
302,151001.812128,140.0,20.0,True,False,False,
303,152001.71212799998,128.0,8.0,True,False,False,
304,152001.812128,140.0,20.0,True,False,False,
305,153001.71212799998,128.0,8.0,True,False,False,
306,153001.812128,140.0,20.0,True,False,False,
307,154001.71212799998,128.0,8.0,True,False,False,
308,154001.812128,140.0,20.0,True,False,False,
309,155001.71212799998,128.0,8.0,True,False,False,
310,155001.812128,140.0,20.0,True,False,False,
311,156001.71212799998,128.0,8.0,True,False,False,
312,156001.812128,140.0,20.0,True,False,False,
313,157001.71212799998,128.0,8.0,True,False,False,
314,157001.812128,140.0,20.0,True,False,False,
315,158001.71212799998,128.0,8.0,True,False,False,
316,158001.812128,140.0,20.0,True,False,False,
317,159001.71212799998,128.0,8.0,True,False,False,
318,159001.812128,140.0,20.0,True,False,False,
319,160001.71212799998,128.0,8.0,True,False,False,
320,160001.812128,140.0,20.0,True,False,False,
321,161001.71212799998,128.0,8.0,True,False,False,
322,161001.812128,140.0,20.0,True,False,False,
323,162001.71212799998,128.0,8.0,True,False,False,
324,162001.812128,140.0,20.0,True,False,False,
325,163001.71212799998,128.0,8.0,True,False,False,
326,163001.812128,140.0,20.0,True,False,False,
327,164001.71212799998,128.0,8.0,True,False,False,
328,164001.812128,140.0,20.0,True,False,False,
329,165001.71212799998,128.0,8.0,True,False,False,
330,165001.812128,140.0,20.0,True,False,False,
331,166001.71212799998,128.0,8.0,True,False,False,
332,166001.812128,140.0,20.0,True,False,False,
333,167001.71212799998,128.0,8.0,True,False,False,
334,167001.812128,140.0,20.0,True,False,False,
335,168001.71212799998,128.0,8.0,True,False,False,
336,168001.812128,140.0,20.0,True,False,False,
337,169001.71212799998,128.0,8.0,True,False,False,
338,169001.812128,140.0,20.0,True,False,False,
339,170001.71212799998,128.0,8.0,True,False,False,
340,170001.812128,140.0,20.0,True,False,False,
341,171001.71212799998,128.0,8.0,True,False,False,
342,171001.812128,140.0,20.0,True,False,False,
343,172001.71212799998,128.0,8.0,True,False,False,
344,172001.812128,140.0,20.0,True,False,False,
345,173001.71212799998,128.0,8.0,True,False,False,
346,173001.812128,140.0,20.0,True,False,False,
347,174001.71212799998,128.0,8.0,True,False,False,
348,174001.812128,140.0,20.0,True,False,False,
349,175001.71212799998,128.0,8.0,True,False,False,
350,175001.812128,140.0,20.0,True,False,False,
351,176001.71212799998,128.0,8.0,True,False,False,
352,176001.812128,140.0,20.0,True,False,False,
353,177001.71212799998,128.0,8.0,True,False,False,
354,177001.812128,140.0,20.0,True,False,False,
355,178001.71212799998,128.0,8.0,True,False,False,
356,178001.812128,140.0,20.0,True,False,False,
357,179001.71212799998,128.0,8.0,True,False,False,
358,179001.812128,140.0,20.0,True,False,False,
359,180001.71212799998,128.0,8.0,True,False,False,
360,180001.812128,140.0,20.0,True,False,False,
361,181001.71212799998,128.0,8.0,True,False,False,
362,181001.812128,140.0,20.0,True,False,False,
363,182001.71212799998,128.0,8.0,True,False,False,
364,182001.812128,140.0,20.0,True,False,False,
365,183001.71212799998,128.0,8.0,True,False,False,
366,183001.812128,140.0,20.0,True,False,False,
367,184001.71212799998,128.0,8.0,True,False,False,
368,184001.812128,140.0,20.0,True,False,False,
369,185001.71212799998,128.0,8.0,True,False,False,
370,185001.812128,140.0,20.0,True,False,False,
371,186001.71212799998,128.0,8.0,True,False,False,
372,186001.812128,140.0,20.0,True,False,False,
373,187001.71212799998,128.0,8.0,True,False,False,
374,187001.812128,140.0,20.0,True,False,False,
